time,BulkRi_hub,L_6p64m,L_24m
2024-07-20 15:10:00,0.40572,19.139,34.715
2024-07-20 15:20:00,0.71815,20.082,7.5077
2024-07-20 15:30:00,0.30725,20.082,7.5077
2024-07-20 15:40:00,0.5874,33.255,40.567
2024-07-20 15:50:00,0.57137,33.255,40.567
2024-07-20 16:00:00,0.51593,27.324,24.455
2024-07-20 16:10:00,0.79104,27.324,24.455
2024-07-20 16:20:00,0.74349,34.113,17.465
2024-07-20 16:30:00,0.54215,34.113,17.465
2024-07-20 16:40:00,0.92736,34.113,17.465
2024-07-20 16:50:00,0.78856,22.816,45.299
2024-07-20 17:00:00,1.4508,22.816,45.299
2024-07-20 17:10:00,1.1145,36.477,52.198
2024-07-20 17:20:00,0.9683,36.477,52.198
2024-07-20 17:30:00,0.97799,42.332,30.544
2024-07-20 17:40:00,0.48061,42.332,30.544
2024-07-20 17:50:00,0.53315,51.563,75.431
2024-07-20 18:00:00,0.39081,52.372,51.499
2024-07-20 18:10:00,0.87709,52.372,51.499
2024-07-20 18:20:00,0.71609,77.078,87.801
2024-07-20 18:30:00,0.28129,77.078,87.801
2024-07-20 18:40:00,0.18356,87.746,108.71
2024-07-20 18:50:00,0.15743,87.746,108.71
2024-07-20 19:00:00,0.48671,81.328,92.226
2024-07-20 19:10:00,0.65603,81.328,92.226
2024-07-20 19:20:00,-0.060857,83.803,76.912
2024-07-20 19:30:00,0.61734,83.803,76.912
2024-07-20 19:40:00,0.056639,83.803,76.912
2024-07-20 19:50:00,0.52826,102.64,91.585
2024-07-20 20:00:00,0.30607,102.64,91.585
2024-07-20 20:10:00,0.41645,128.99,97.741
2024-07-20 20:20:00,0.065688,128.99,97.741
2024-07-20 20:30:00,0.12939,160.76,183.4
2024-07-20 20:40:00,0.31486,160.76,183.4
2024-07-20 20:50:00,0.25098,106.25,397.26
2024-07-20 21:00:00,0.19673,128.77,177.03
2024-07-20 21:10:00,0.1684,128.77,177.03
2024-07-20 21:20:00,0.090386,179.28,133.98
2024-07-20 21:30:00,0.37147,179.28,133.98
2024-07-20 21:40:00,0.1831,189.15,138.12
2024-07-20 21:50:00,0.041087,189.15,138.12
2024-07-20 22:00:00,0.091711,189.18,135.21
2024-07-20 22:10:00,0.043796,189.18,135.21
2024-07-20 22:20:00,0.16896,214.55,-121.18
2024-07-20 22:30:00,-0.083928,214.55,-121.18
2024-07-20 22:40:00,0.078918,214.55,-121.18
2024-07-20 22:50:00,0.14357,181.72,174
2024-07-20 23:00:00,-0.017824,181.72,174
2024-07-20 23:10:00,0.14566,202.24,401.64
2024-07-20 23:20:00,0.38267,202.24,401.64
2024-07-20 23:30:00,0.25743,178.32,154.14
2024-07-20 23:40:00,-0.15005,178.32,154.14
2024-07-20 23:50:00,0.13495,,
2024-07-21 00:00:00,0.56778,163.22,92.622
2024-07-21 00:10:00,0.2685,163.22,92.622
2024-07-21 00:20:00,2.6338,144.91,90.955
2024-07-21 00:30:00,0.70961,144.91,90.955
2024-07-21 00:40:00,1.5379,129.5,82.653
2024-07-21 00:50:00,0.92966,129.5,82.653
2024-07-21 01:00:00,1.1888,149.18,76.991
2024-07-21 01:10:00,0.78392,149.18,76.991
2024-07-21 01:20:00,0.88952,161.67,66.462
2024-07-21 01:30:00,2.9439,161.67,66.462
2024-07-21 01:40:00,0.17131,161.67,66.462
2024-07-21 01:50:00,0.71893,174.47,99.442
2024-07-21 02:00:00,0.52232,174.47,99.442
2024-07-21 02:10:00,0.18915,192.53,172.28
2024-07-21 02:20:00,0.28334,192.53,172.28
2024-07-21 02:30:00,0.22058,148.99,91.786
2024-07-21 02:40:00,0.064036,148.99,91.786
2024-07-21 02:50:00,0.5025,201.16,111.54
2024-07-21 03:00:00,-2.0933,135.87,76.03
2024-07-21 03:10:00,-0.54695,135.87,76.03
2024-07-21 03:20:00,-0.53767,154.33,124.43
2024-07-21 03:30:00,-0.68293,154.33,124.43
2024-07-21 03:40:00,-2.6157,137.48,82.465
2024-07-21 03:50:00,1.569,137.48,82.465
2024-07-21 04:00:00,-2.6621,164.18,90.269
2024-07-21 04:10:00,-1.8242,164.18,90.269
2024-07-21 04:20:00,-1.0012,189.37,99.668
2024-07-21 04:30:00,-1.2914,189.37,99.668
2024-07-21 09:10:00,0.34293,76.1,92.316
2024-07-21 09:20:00,0.22244,51.965,14.51
2024-07-21 09:30:00,0.22741,51.965,14.51
2024-07-21 09:40:00,0.16381,51.316,42.36
2024-07-21 09:50:00,0.32657,51.316,42.36
2024-07-21 10:00:00,0.95127,48.509,28.284
2024-07-21 10:10:00,2.4417,48.509,28.284
2024-07-21 10:20:00,1.2515,50.766,49.731
2024-07-21 10:30:00,0.28571,50.766,49.731
2024-07-21 10:40:00,0.17081,50.766,49.731
2024-07-21 10:50:00,0.056248,60.975,38.818
2024-07-21 11:00:00,0.19754,60.975,38.818
2024-07-21 11:10:00,19.879,103.2,321.68
2024-07-21 11:20:00,9.5897,103.2,321.68
2024-07-21 11:30:00,2.5508,148.41,72.305
2024-07-21 11:40:00,1.1669,148.41,72.305
2024-07-21 11:50:00,70.498,4509,98.942
2024-07-21 12:00:00,1.9009,-360.76,69.268
2024-07-21 12:10:00,0.45322,-360.76,69.268
2024-07-21 12:20:00,1.1598,-97.617,84.208
2024-07-21 12:30:00,0.74576,-97.617,84.208
2024-07-21 12:40:00,2.6031,-102.17,35.466
2024-07-21 12:50:00,0.39989,-102.17,35.466
2024-07-21 13:00:00,3.0027,132.43,55.221
2024-07-21 13:10:00,0.47736,132.43,55.221
2024-07-21 13:20:00,1.0021,21.645,98.567
2024-07-21 13:30:00,21.094,21.645,98.567
2024-07-21 13:50:00,1.8929,11.758,21.582
2024-07-21 14:00:00,2.2229,11.758,21.582
2024-07-21 14:10:00,1.4204,38.426,5.9797
2024-07-21 14:20:00,0.47811,38.426,5.9797
2024-07-21 14:30:00,2.6296,26.781,-17.434
2024-07-21 14:40:00,1.1375,26.781,-17.434
2024-07-21 14:50:00,2.0006,10.764,-70.658
2024-07-21 15:00:00,3.6551,351.61,-86.723
2024-07-21 15:10:00,2.8327,351.61,-86.723
2024-07-21 15:20:00,2.0692,95.25,100.98
2024-07-21 15:30:00,4.3251,95.25,100.98
2024-07-21 15:40:00,1.4121,145.65,65.025
2024-07-21 15:50:00,15.706,145.65,65.025
2024-07-21 16:00:00,14.95,77.423,35.742
2024-07-21 16:10:00,1.6109,77.423,35.742
2024-07-21 16:20:00,1.1302,53.466,-133.91
2024-07-21 16:30:00,0.9186,53.466,-133.91
2024-07-21 16:40:00,0.788,53.466,-133.91
2024-07-21 16:50:00,0.47109,88.585,37.038
2024-07-21 17:00:00,0.25068,88.585,37.038
2024-07-21 17:10:00,0.57824,89.329,56.864
2024-07-21 17:20:00,1.1926,89.329,56.864
2024-07-21 17:30:00,0.71373,578.84,149.33
2024-07-21 17:40:00,1.547,578.84,149.33
2024-07-21 17:50:00,0.54248,295.8,131.93
2024-07-21 18:00:00,4.1661,350.33,146.04
2024-07-21 18:10:00,2.639,350.33,146.04
2024-07-21 18:20:00,0.64307,368.93,133.17
2024-07-21 18:30:00,1.0381,368.93,133.17
2024-07-21 18:40:00,0.32635,495.87,227.75
2024-07-21 18:50:00,1.3552,495.87,227.75
2024-07-21 19:00:00,0.34139,615.97,325.57
2024-07-21 19:10:00,1.1907,615.97,325.57
2024-07-21 19:20:00,0.40753,307.28,175.22
2024-07-21 19:30:00,-0.36607,307.28,175.22
2024-07-21 19:40:00,0.13571,307.28,175.22
2024-07-21 19:50:00,-0.45246,287.66,136.69
2024-07-21 20:00:00,0.57045,287.66,136.69
2024-07-21 20:10:00,-0.84181,235.15,219.92
2024-07-21 20:20:00,1.0899,235.15,219.92
2024-07-21 20:30:00,-0.76753,214.38,116.19
2024-07-21 20:40:00,-0.064081,214.38,116.19
2024-07-21 20:50:00,0.12157,192.05,109.94
2024-07-21 21:00:00,0.10648,148.68,121.54
2024-07-21 21:10:00,0.39599,148.68,121.54
2024-07-21 21:20:00,0.41548,153.49,98.885
2024-07-21 21:30:00,0.24528,153.49,98.885
2024-07-21 21:40:00,0.46219,150.81,123.71
2024-07-21 21:50:00,-0.16399,150.81,123.71
2024-07-21 22:00:00,0.70004,125.56,92.027
2024-07-21 22:10:00,0.53078,125.56,92.027
2024-07-21 22:20:00,0.3449,115.29,89.385
2024-07-21 22:30:00,0.40621,115.29,89.385
2024-07-21 22:40:00,0.70323,115.29,89.385
2024-07-21 22:50:00,0.66823,110.86,91.836
2024-07-21 23:00:00,0.66306,110.86,91.836
2024-07-21 23:10:00,0.55844,103.52,69.136
2024-07-21 23:20:00,1.508,103.52,69.136
2024-07-21 23:30:00,1.2992,95.322,163.26
2024-07-21 23:40:00,0.66369,95.322,163.26
2024-07-21 23:50:00,0.77869,,
2024-07-22 00:00:00,0.45538,96.186,95.414
2024-07-22 00:10:00,0.61051,96.186,95.414
2024-07-22 00:20:00,0.62707,106,91.919
2024-07-22 00:30:00,0.53112,106,91.919
2024-07-22 00:40:00,0.66489,104.25,93.686
2024-07-22 00:50:00,0.86745,104.25,93.686
2024-07-22 01:00:00,0.59863,120.22,89.511
2024-07-22 01:10:00,0.27948,120.22,89.511
2024-07-22 01:20:00,0.63305,119.58,109.27
2024-07-22 01:30:00,0.48908,119.58,109.27
2024-07-22 01:40:00,0.4557,119.58,109.27
2024-07-22 01:50:00,0.50809,135.62,119.48
2024-07-22 02:00:00,0.6434,135.62,119.48
2024-07-22 02:10:00,0.4718,129.34,112.04
2024-07-22 02:20:00,0.4433,129.34,112.04
2024-07-22 02:30:00,0.94409,107.32,134.62
2024-07-22 02:40:00,0.63707,107.32,134.62
2024-07-22 02:50:00,0.48163,102.15,132.53
2024-07-22 03:00:00,0.57581,140.63,144.09
2024-07-22 03:10:00,0.55905,140.63,144.09
2024-07-22 03:20:00,0.57474,134.79,138.17
2024-07-22 03:30:00,0.3697,134.79,138.17
2024-07-22 03:40:00,0.68131,164.79,114.59
2024-07-22 03:50:00,0.51878,164.79,114.59
2024-07-22 04:00:00,0.33027,160.78,167.75
2024-07-22 04:10:00,0.35139,160.78,167.75
2024-07-22 04:20:00,0.39362,176.37,185.65
2024-07-22 04:30:00,0.27443,176.37,185.65
2024-07-22 04:40:00,0.78335,176.37,185.65
2024-07-22 04:50:00,0.39667,123.49,180.3
2024-07-22 05:00:00,0.2838,123.49,180.3
2024-07-22 05:10:00,0.2447,201.3,155.06
2024-07-22 05:20:00,0.20888,201.3,155.06
2024-07-22 05:30:00,0.21823,150.6,159.42
2024-07-22 05:40:00,0.2224,150.6,159.42
2024-07-22 05:50:00,0.25614,135.51,134.58
2024-07-22 06:00:00,0.17486,177.67,146.81
2024-07-22 06:10:00,0.23288,177.67,146.81
2024-07-22 06:20:00,0.53369,180.39,151.25
2024-07-22 06:30:00,0.48744,180.39,151.25
2024-07-22 06:40:00,0.41935,167.05,136.35
2024-07-22 06:50:00,0.65581,167.05,136.35
2024-07-22 07:00:00,0.24534,125.94,115.87
2024-07-22 07:10:00,0.3262,125.94,115.87
2024-07-22 07:20:00,0.6058,108.52,109.17
2024-07-22 07:30:00,0.56006,108.52,109.17
2024-07-22 07:40:00,0.4153,108.52,109.17
2024-07-22 07:50:00,0.22963,103.04,57.703
2024-07-22 08:00:00,0.2695,103.04,57.703
2024-07-22 08:10:00,0.21934,63.213,74.395
2024-07-22 08:20:00,0.14816,63.213,74.395
2024-07-22 08:30:00,0.25261,59.152,78.583
2024-07-22 08:40:00,0.1658,59.152,78.583
2024-07-22 08:50:00,0.21121,79.147,62.734
2024-07-22 09:00:00,0.38674,77.613,73.549
2024-07-22 09:10:00,0.27935,77.613,73.549
2024-07-22 09:20:00,0.28766,67.374,89.422
2024-07-22 09:30:00,0.39454,67.374,89.422
2024-07-22 09:40:00,0.34894,77.06,76.529
2024-07-22 09:50:00,0.24731,77.06,76.529
2024-07-22 10:00:00,0.2595,108.66,101.72
2024-07-22 10:10:00,0.22119,108.66,101.72
2024-07-22 10:20:00,0.36729,57.618,73.383
2024-07-22 10:30:00,0.39556,57.618,73.383
2024-07-22 10:40:00,0.40401,57.618,73.383
2024-07-22 10:50:00,0.57818,46.62,68.676
2024-07-22 11:10:00,0.18973,26.711,25.201
2024-07-22 11:20:00,0.32797,26.711,25.201
2024-07-22 11:30:00,0.2659,163.63,392.26
2024-07-22 11:40:00,0.25376,163.63,392.26
2024-07-22 11:50:00,0.13457,50.243,83.812
2024-07-22 12:00:00,0.15199,431.24,-70.591
2024-07-22 12:10:00,0.18143,431.24,-70.591
2024-07-22 12:20:00,0.20073,32.796,35.917
2024-07-22 12:30:00,0.17804,32.796,35.917
2024-07-22 12:40:00,0.49206,41.351,23.464
2024-07-22 12:50:00,0.35955,41.351,23.464
2024-07-22 13:00:00,1.2238,30.938,53.976
2024-07-22 13:10:00,1.8532,30.938,53.976
2024-07-22 13:20:00,1.5449,54.023,28.488
2024-07-22 13:30:00,4.1709,54.023,28.488
2024-07-22 13:40:00,3.1275,54.023,28.488
2024-07-22 13:50:00,12.006,42.124,46.382
2024-07-22 14:00:00,11.281,42.124,46.382
2024-07-22 14:10:00,8.7792,45.619,18.034
2024-07-22 14:20:00,73.719,45.619,18.034
2024-07-22 14:30:00,672.16,48.293,23.4
2024-07-22 14:40:00,8.9428,48.293,23.4
2024-07-22 14:50:00,3.3026,53.591,40.746
2024-07-22 15:00:00,4.7496,88.77,28.616
2024-07-22 15:10:00,20.919,88.77,28.616
2024-07-22 15:20:00,2.9988,42.402,21.193
2024-07-22 15:30:00,3.8658,42.402,21.193
2024-07-22 15:40:00,1.4876,83.426,
2024-07-22 15:50:00,1.0888,83.426,
2024-07-22 16:00:00,1.0894,84.801,32.329
2024-07-22 16:10:00,1.1577,84.801,32.329
2024-07-22 16:20:00,0.40769,77.101,27.376
2024-07-22 16:30:00,0.34175,77.101,27.376
2024-07-22 16:40:00,0.96908,77.101,27.376
2024-07-22 16:50:00,0.69048,63.942,37.887
2024-07-22 17:00:00,1.9309,63.942,37.887
2024-07-22 17:10:00,0.1035,51.486,35.809
2024-07-22 17:20:00,0.73114,51.486,35.809
2024-07-22 17:30:00,0.12733,63.307,26.779
2024-07-22 17:40:00,6.8848,63.307,26.779
2024-07-22 17:50:00,1.4695,59.509,26.676
2024-07-22 18:00:00,-1.0161,76.615,49.048
2024-07-22 18:10:00,-0.038535,76.615,49.048
2024-07-22 18:20:00,3.9645,49.308,21.085
2024-07-22 18:30:00,0.92852,49.308,21.085
2024-07-22 18:40:00,2.5204,45.696,64.022
2024-07-22 18:50:00,0.91507,45.696,64.022
2024-07-22 19:00:00,1.976,42.687,29.101
2024-07-22 19:10:00,2.2117,42.687,29.101
2024-07-22 19:20:00,1.2461,40.264,9.9009
2024-07-22 19:30:00,1.8122,40.264,9.9009
2024-07-22 19:40:00,1.6661,40.264,9.9009
2024-07-22 19:50:00,1.0709,42.034,14.755
2024-07-22 20:00:00,0.89133,42.034,14.755
2024-07-22 20:10:00,0.47134,30.548,9.7168
2024-07-22 20:20:00,0.75471,30.548,9.7168
2024-07-22 20:30:00,0.48183,33.965,16.222
2024-07-22 20:40:00,2.1083,33.965,16.222
2024-07-22 20:50:00,2.1922,36.247,12.13
2024-07-22 21:00:00,1.6497,44.676,16.313
2024-07-22 21:10:00,0.41997,44.676,16.313
2024-07-22 21:20:00,1.2937,34.445,26.679
2024-07-22 21:30:00,0.99897,34.445,26.679
2024-07-22 21:40:00,1.102,40.118,29.035
2024-07-22 21:50:00,1.3921,40.118,29.035
2024-07-22 22:00:00,-0.01959,38.995,17.916
2024-07-22 22:10:00,-1.2206,38.995,17.916
2024-07-22 22:20:00,-1.5253,39.549,16.464
2024-07-22 22:30:00,0.96105,39.549,16.464
2024-07-22 22:40:00,2.1565,39.549,16.464
2024-07-22 22:50:00,1.3388,30.689,13.804
2024-07-22 23:00:00,2.8958,30.689,13.804
2024-07-22 23:10:00,3.1789,36.391,24.149
2024-07-22 23:20:00,3.2076,36.391,24.149
2024-07-22 23:30:00,2.2787,36.736,22.267
2024-07-22 23:40:00,6.3476,36.736,22.267
2024-07-22 23:50:00,2.0389,,
2024-07-23 00:00:00,2.7378,59.004,7.1195
2024-07-23 00:10:00,2.2899,59.004,7.1195
2024-07-23 00:20:00,1.8585,69.22,36.624
2024-07-23 00:30:00,2.036,69.22,36.624
2024-07-23 00:40:00,0.76441,64.492,37.509
2024-07-23 00:50:00,1.2897,64.492,37.509
2024-07-23 01:00:00,1.8851,116.46,54.747
2024-07-23 01:10:00,0.84598,116.46,54.747
2024-07-23 01:20:00,0.2041,74.65,60.845
2024-07-23 01:30:00,0.40839,74.65,60.845
2024-07-23 01:40:00,0.37684,74.65,60.845
2024-07-23 03:00:00,1.8451,,-28.964
2024-07-23 03:10:00,4.133,,-28.964
2024-07-23 03:20:00,1.6985,52.653,20.812
2024-07-23 03:30:00,0.72061,52.653,20.812
2024-07-23 03:40:00,0.2269,65.571,30.652
2024-07-23 03:50:00,0.45375,65.571,30.652
2024-07-23 04:00:00,0.78211,65.536,37.3
2024-07-23 04:10:00,-1.8909,65.536,37.3
2024-07-23 04:20:00,-2.3951,83.775,167.23
2024-07-23 04:30:00,-1.6409,83.775,167.23
2024-07-23 04:40:00,0.2542,83.775,167.23
2024-07-23 04:50:00,-1.639,1838.8,395.45
2024-07-23 05:00:00,1.0997,1838.8,395.45
2024-07-23 05:10:00,0.46948,-524.25,363.52
2024-07-23 05:20:00,0.17509,-524.25,363.52
2024-07-23 05:30:00,1.1933,-671.14,5496.8
2024-07-23 05:40:00,0.6309,-671.14,5496.8
2024-07-23 09:20:00,0.18366,-158.22,1349.9
2024-07-23 09:30:00,1.2721,-158.22,1349.9
2024-07-23 09:40:00,0.74176,-204.71,-88.417
2024-07-23 09:50:00,0.97234,-204.71,-88.417
2024-07-23 10:00:00,0.77292,-152.53,-54.222
2024-07-23 10:10:00,0.45753,-152.53,-54.222
2024-07-23 10:20:00,0.24456,-150.58,-24.128
2024-07-23 10:30:00,0.6584,-150.58,-24.128
2024-07-23 10:40:00,0.37991,-150.58,-24.128
2024-07-23 10:50:00,0.37982,-151.64,-41.488
2024-07-23 11:00:00,0.31107,-151.64,-41.488
2024-07-23 11:10:00,0.43108,-172.83,-42.167
2024-07-23 11:20:00,1.405,-172.83,-42.167
2024-07-23 11:30:00,1.8425,-147.14,-45.042
2024-07-23 11:40:00,0.5592,-147.14,-45.042
2024-07-23 11:50:00,0.68906,-186.39,-34.691
2024-07-23 12:00:00,0.82229,-112.38,-24.963
2024-07-23 12:10:00,0.24525,-112.38,-24.963
2024-07-23 12:20:00,0.69859,-90.749,-24.702
2024-07-23 12:30:00,0.22797,-90.749,-24.702
2024-07-23 12:40:00,0.14959,-58.278,-43.181
2024-07-23 12:50:00,0.17128,-58.278,-43.181
2024-07-23 13:00:00,0.12703,-58.805,-24.298
2024-07-23 13:10:00,0.22925,-58.805,-24.298
2024-07-23 13:20:00,0.1235,-85.487,5.2273
2024-07-23 13:30:00,0.11541,-85.487,5.2273
2024-07-23 13:40:00,0.18112,-85.487,5.2273
2024-07-23 13:50:00,0.16142,-44.264,-79.414
2024-07-23 14:00:00,0.11941,-44.264,-79.414
2024-07-23 14:10:00,0.10428,-48.392,-39.717
2024-07-23 14:20:00,0.20562,-48.392,-39.717
2024-07-23 14:30:00,0.18104,-31.629,-28.477
2024-07-23 14:40:00,0.27771,-31.629,-28.477
2024-07-23 14:50:00,0.16615,-27.516,-31.465
2024-07-23 15:00:00,0.23288,-23.524,-65.918
2024-07-23 15:10:00,0.39595,-23.524,-65.918
2024-07-23 15:20:00,0.20722,-35.112,-13.086
2024-07-23 15:30:00,0.22611,-35.112,-13.086
2024-07-23 15:40:00,0.37076,-37.1,
2024-07-23 15:50:00,0.60705,-37.1,
2024-07-23 16:00:00,0.33414,-39.565,-46.25
2024-07-23 16:10:00,0.25962,-39.565,-46.25
2024-07-23 16:20:00,0.32371,-48.277,-42.905
2024-07-23 16:30:00,0.51502,-48.277,-42.905
2024-07-23 16:40:00,0.39887,-48.277,-42.905
2024-07-23 16:50:00,1.1074,-40.481,-25.792
2024-07-23 17:00:00,0.87051,-40.481,-25.792
2024-07-23 17:10:00,-0.2118,-64.83,-123.38
2024-07-23 17:20:00,0.74032,-64.83,-123.38
2024-07-23 17:30:00,1.8973,-76.685,-61.679
2024-07-23 17:40:00,0.15264,-76.685,-61.679
2024-07-23 17:50:00,3.2776,-88.681,-51.496
2024-07-23 18:00:00,1.1582,-75.466,-41.408
2024-07-23 18:10:00,1.1624,-75.466,-41.408
2024-07-23 18:20:00,2.2898,-80.828,-30.466
2024-07-23 18:30:00,6.2304,-80.828,-30.466
2024-07-23 18:40:00,18.087,-85.052,-29.632
2024-07-23 18:50:00,-3.4831,-85.052,-29.632
2024-07-23 19:00:00,-2.5924,-76.877,-44.48
2024-07-23 19:10:00,5.7188,-76.877,-44.48
2024-07-23 19:20:00,-70.098,-86.268,-85.827
2024-07-23 19:30:00,-0.59022,-86.268,-85.827
2024-07-23 19:40:00,1.7198,-86.268,-85.827
2024-07-23 19:50:00,22.232,-75.132,-25.589
2024-07-23 20:00:00,5.6197,-75.132,-25.589
2024-07-23 20:10:00,3.5567,-106.32,-38.07
2024-07-23 20:20:00,12.838,-106.32,-38.07
2024-07-23 20:30:00,23.471,-79.989,-15.836
2024-07-23 20:40:00,69.68,-79.989,-15.836
2024-07-23 20:50:00,7.3516,-89.586,-27.265
2024-07-23 21:00:00,232.53,-83.256,-75.587
2024-07-23 21:10:00,187.71,-83.256,-75.587
2024-07-23 21:20:00,128.56,-53.513,-22.01
2024-07-23 21:30:00,52.803,-53.513,-22.01
2024-07-23 21:40:00,66.024,-44.352,-21.59
2024-07-23 21:50:00,7.6655,-44.352,-21.59
2024-07-23 22:00:00,10.596,-28.233,-12.819
2024-07-23 22:10:00,1.6157,-28.233,-12.819
2024-07-23 22:20:00,0.59274,-44.487,-18.849
2024-07-23 22:30:00,0.8984,-44.487,-18.849
2024-07-23 22:40:00,12.332,-44.487,-18.849
2024-07-23 22:50:00,-15.071,-51.308,-43.365
2024-07-23 23:00:00,-3.9215,-51.308,-43.365
2024-07-23 23:10:00,5.6829,-44.868,-15.137
2024-07-23 23:20:00,97.013,-44.868,-15.137
2024-07-23 23:30:00,5.1519,-78.925,-30.057
2024-07-23 23:40:00,71.803,-78.925,-30.057
2024-07-23 23:50:00,220.87,,
2024-07-24 00:00:00,3.8322,-45.504,-17.547
2024-07-24 00:10:00,1.5476,-45.504,-17.547
2024-07-24 00:20:00,3.3141,,
2024-07-24 00:30:00,18.705,,
2024-07-24 00:40:00,7.9423,-61.136,-34.227
2024-07-24 00:50:00,5.3489,-61.136,-34.227
2024-07-24 01:00:00,14.659,-48.316,-7.3629
2024-07-24 01:10:00,96.563,-48.316,-7.3629
2024-07-24 01:20:00,38.026,-48.106,-39.596
2024-07-24 01:30:00,326.51,-48.106,-39.596
2024-07-24 01:40:00,15.763,-48.106,-39.596
2024-07-24 01:50:00,24.26,-36.561,-27.584
2024-07-24 02:00:00,1.3977,-36.561,-27.584
2024-07-24 02:10:00,0.66161,-55.736,-23.535
2024-07-24 02:20:00,0.94756,-55.736,-23.535
2024-07-24 02:30:00,2.09,-28.559,-1.3694
2024-07-24 02:40:00,10.059,-28.559,-1.3694
2024-07-24 02:50:00,1.8706,-33.89,-10.635
2024-07-24 03:00:00,0.48606,-111.72,-37.039
2024-07-24 03:10:00,0.34648,-111.72,-37.039
2024-07-24 03:20:00,0.25894,-301.37,-29.717
2024-07-24 03:30:00,1.0197,-301.37,-29.717
2024-07-24 03:40:00,8.4823,-44.099,-8.6302
2024-07-24 03:50:00,15.469,-44.099,-8.6302
2024-07-24 04:00:00,293.34,-56.908,-17.783
2024-07-24 04:10:00,0.48077,-56.908,-17.783
2024-07-24 04:20:00,1.2089,-57.884,-26.868
2024-07-24 04:30:00,0.29643,-57.884,-26.868
2024-07-24 04:40:00,0.15474,-57.884,-26.868
2024-07-24 04:50:00,0.12244,-64.835,-45.409
2024-07-24 05:00:00,0.1047,-64.835,-45.409
2024-07-24 05:10:00,0.28926,-59.329,-91.395
2024-07-24 05:20:00,0.78049,-59.329,-91.395
2024-07-24 05:30:00,0.58545,-81.688,-40.607
2024-07-24 05:40:00,0.65801,-81.688,-40.607
2024-07-24 05:50:00,0.42512,-65.245,-25.935
2024-07-24 06:00:00,0.015609,-122.89,-54.417
2024-07-24 06:10:00,0.025814,-122.89,-54.417
2024-07-24 06:20:00,0.040904,-121.5,-48.379
2024-07-24 06:30:00,0.010401,-121.5,-48.379
2024-07-24 06:40:00,-0.11778,-179.28,14.304
2024-07-24 06:50:00,0.01638,-179.28,14.304
2024-07-24 07:00:00,0.01186,-280.98,72.737
2024-07-24 07:10:00,0.0059734,-280.98,72.737
2024-07-24 07:20:00,0.015004,-266.21,-76.673
2024-07-24 07:30:00,0.019466,-266.21,-76.673
2024-07-24 07:40:00,0.025544,-266.21,-76.673
2024-07-24 07:50:00,0.16959,-98.323,-23.849
2024-07-24 08:00:00,0.18401,-98.323,-23.849
2024-07-24 08:10:00,0.8511,-85.663,-12.521
2024-07-24 08:20:00,0.15286,-85.663,-12.521
2024-07-24 08:30:00,0.091992,-89.421,-49.181
2024-07-24 08:40:00,0.1478,-89.421,-49.181
2024-07-24 08:50:00,0.11768,-111.46,-14.696
2024-07-24 09:00:00,0.063693,-97.95,-194.51
2024-07-24 09:10:00,0.13619,-97.95,-194.51
2024-07-24 09:20:00,0.13768,-112.81,-88.936
2024-07-24 09:30:00,0.065761,-112.81,-88.936
2024-07-24 09:50:00,0.26032,-130.74,-52.377
2024-07-24 10:40:00,0.22229,-131.27,-181.89
2024-07-24 11:00:00,0.19314,-128.93,-217.29
2024-07-24 13:00:00,0.068653,-165.72,-174.32
2024-07-24 13:10:00,0.089174,-165.72,-174.32
2024-07-24 13:40:00,0.06062,-228.5,-223.16
2024-07-24 13:50:00,0.068837,-533.99,199.21
2024-07-24 14:00:00,0.068578,-533.99,199.21
2024-07-24 14:20:00,0.11331,-1055.1,88.863
2024-07-24 14:30:00,0.10268,-306.16,-32.603
2024-07-24 14:40:00,0.19962,-306.16,-32.603
2024-07-24 14:50:00,0.082226,,175.26
2024-07-24 15:00:00,-0.040952,-232.98,390.92
2024-07-24 15:10:00,-0.006802,-232.98,390.92
2024-07-24 15:20:00,0.15739,144.43,83.868
2024-07-24 15:30:00,-0.018445,144.43,83.868
2024-07-24 15:40:00,-0.054265,183.72,59.874
2024-07-24 15:50:00,-0.15596,183.72,59.874
2024-07-24 16:00:00,0.46434,329.2,42.544
2024-07-24 16:10:00,1.2221,329.2,42.544
2024-07-24 16:20:00,0.20269,210.19,58.994
2024-07-24 17:10:00,0.016291,,7.5856
2024-07-24 17:30:00,-0.11324,133.19,0.17796
2024-07-24 17:40:00,-0.081212,133.19,0.17796
2024-07-24 17:50:00,-0.048611,233.14,16.153
2024-07-24 18:00:00,-0.052005,397.76,60.14
2024-07-24 18:10:00,0.02527,397.76,60.14
2024-07-24 18:20:00,-0.088311,62.136,9.8118
2024-07-24 18:30:00,-0.081529,62.136,9.8118
2024-07-24 19:10:00,-0.1233,-78.838,31.045
2024-07-24 19:20:00,-0.2724,135.35,31.315
2024-07-24 19:30:00,-0.48961,135.35,31.315
2024-07-24 19:40:00,-1.2504,135.35,31.315
2024-07-24 19:50:00,-2.0139,58.06,12.195
2024-07-24 20:00:00,-4.9651,58.06,12.195
2024-07-24 20:10:00,-4.6642,84.21,-0.99999
2024-07-24 20:20:00,-0.86922,84.21,-0.99999
2024-07-24 20:30:00,-2.7823,41.162,11.82
2024-07-24 20:40:00,2.0577,41.162,11.82
2024-07-24 20:50:00,3.2607,30.805,52.269
