time,BulkRi_hub,L_6p64m,L_24m
2024-07-04 22:00:00,1.3929,84.689,22.247
2024-07-04 22:10:00,0.92351,84.689,22.247
2024-07-04 22:20:00,0.61868,50.764,34.475
2024-07-04 22:30:00,1.3632,50.764,34.475
2024-07-04 22:40:00,8.2421,50.764,34.475
2024-07-04 22:50:00,6.7495,64.998,23.615
2024-07-04 23:00:00,4.5849,64.998,23.615
2024-07-04 23:10:00,2.4357,52.561,21.373
2024-07-04 23:20:00,5.1407,52.561,21.373
2024-07-04 23:30:00,3.7357,63.054,29.951
2024-07-04 23:40:00,1.9467,63.054,29.951
2024-07-04 23:50:00,2.6414,110.3,33.615
2024-07-05 00:00:00,5.4637,73.611,35.302
2024-07-05 00:10:00,2.6174,73.611,35.302
2024-07-05 00:20:00,1.3038,88.81,39.833
2024-07-05 00:30:00,0.73496,88.81,39.833
2024-07-05 00:40:00,1.2237,77.261,23.972
2024-07-05 00:50:00,1.8087,77.261,23.972
2024-07-05 01:00:00,7.6435,105.46,44.182
2024-07-05 01:10:00,10.942,105.46,44.182
2024-07-05 01:20:00,3.7633,75.652,40.048
2024-07-05 01:30:00,3.2971,75.652,40.048
2024-07-05 01:40:00,6.2672,75.652,40.048
2024-07-05 01:50:00,2.6086,48.405,25.171
2024-07-05 02:00:00,1.7895,48.405,25.171
2024-07-05 02:10:00,0.85006,62.863,28.844
2024-07-05 02:20:00,0.31509,62.863,28.844
2024-07-05 02:30:00,0.3785,62.676,10.686
2024-07-05 02:40:00,0.90064,62.676,10.686
2024-07-05 02:50:00,0.45491,61.193,19.819
2024-07-05 03:00:00,0.78139,58.124,22.621
2024-07-05 03:10:00,0.27121,58.124,22.621
2024-07-05 03:20:00,0.21112,64.47,23.324
2024-07-05 03:30:00,0.25626,64.47,23.324
2024-07-05 03:40:00,0.50885,74.591,30.728
2024-07-05 03:50:00,0.6138,74.591,30.728
2024-07-05 04:00:00,0.50065,61.688,26.495
2024-07-05 04:10:00,0.16132,61.688,26.495
2024-07-05 04:20:00,0.49493,79.373,35.782
2024-07-05 04:30:00,5.1972,79.373,35.782
2024-07-05 04:40:00,5.0265,79.373,35.782
2024-07-05 04:50:00,8.3283,79.654,40.865
2024-07-05 05:00:00,6.791,79.654,40.865
2024-07-05 05:10:00,0.75579,66.478,29.299
2024-07-05 05:20:00,0.26987,66.478,29.299
2024-07-05 05:30:00,0.21599,63.9,35.432
2024-07-05 05:40:00,0.18375,63.9,35.432
2024-07-05 05:50:00,0.12565,60.705,41.779
2024-07-05 06:00:00,0.1207,61.513,42.993
2024-07-05 06:10:00,0.18103,61.513,42.993
2024-07-05 06:20:00,0.21037,83.108,52.181
2024-07-05 06:30:00,0.19481,83.108,52.181
2024-07-05 06:40:00,0.27049,71.21,57.784
2024-07-05 06:50:00,0.30906,71.21,57.784
2024-07-05 07:00:00,0.24894,63.607,62.222
2024-07-05 07:10:00,0.3475,63.607,62.222
2024-07-05 07:20:00,0.34798,65.794,45.017
2024-07-05 07:30:00,0.57922,65.794,45.017
2024-07-05 07:40:00,0.57991,65.794,45.017
2024-07-05 07:50:00,0.77344,65.605,40.283
2024-07-05 08:00:00,0.4382,65.605,40.283
2024-07-05 08:10:00,0.44404,52.825,34.58
2024-07-05 08:20:00,0.50955,52.825,34.58
2024-07-05 08:30:00,0.44556,52.295,31.093
2024-07-05 08:40:00,0.47463,52.295,31.093
2024-07-05 08:50:00,0.87531,66.692,49.987
2024-07-05 09:00:00,1.5043,75.837,41.224
2024-07-05 09:10:00,0.63952,75.837,41.224
2024-07-05 09:20:00,0.7157,78.863,35.781
2024-07-05 09:30:00,1.0025,78.863,35.781
2024-07-05 09:40:00,1.1043,65.131,40.434
2024-07-05 09:50:00,1.2921,65.131,40.434
2024-07-05 10:00:00,0.82471,73.662,41.923
2024-07-05 10:10:00,0.81108,73.662,41.923
2024-07-05 10:20:00,0.55722,60.713,44.359
2024-07-05 10:30:00,0.36943,60.713,44.359
2024-07-05 10:40:00,0.46476,60.713,44.359
2024-07-05 10:50:00,0.51026,57.558,26.071
2024-07-05 11:00:00,0.64949,57.558,26.071
2024-07-05 11:10:00,0.43399,58.267,36.888
2024-07-05 11:20:00,0.24618,58.267,36.888
2024-07-05 11:30:00,0.16365,67.148,37.403
2024-07-05 11:40:00,0.090957,67.148,37.403
2024-07-05 11:50:00,0.25506,56.727,25.286
2024-07-05 12:00:00,0.46708,50.356,29.054
2024-07-05 12:10:00,0.36202,50.356,29.054
2024-07-05 12:20:00,0.15148,53.957,48.317
2024-07-05 12:30:00,0.20203,53.957,48.317
2024-07-05 12:40:00,0.15507,59.961,45.441
2024-07-05 12:50:00,0.13441,59.961,45.441
2024-07-05 13:00:00,0.26963,51.992,37.19
2024-07-05 13:10:00,0.25339,51.992,37.19
2024-07-05 13:20:00,0.17379,56.831,31.243
2024-07-05 13:30:00,0.11779,56.831,31.243
2024-07-05 13:40:00,0.12533,56.831,31.243
2024-07-05 13:50:00,0.1538,47,38.238
2024-07-05 14:00:00,0.14244,47,38.238
2024-07-05 14:10:00,0.12517,51.816,29.912
2024-07-05 14:20:00,0.094164,51.816,29.912
2024-07-05 14:30:00,0.13245,74.25,63.251
2024-07-05 14:40:00,0.16489,74.25,63.251
2024-07-05 14:50:00,0.13897,50.997,59.491
2024-07-05 15:00:00,0.14375,57.617,36.517
2024-07-05 15:10:00,0.14013,57.617,36.517
2024-07-05 15:20:00,0.21592,66.681,29.94
2024-07-05 15:30:00,0.27624,66.681,29.94
2024-07-05 15:40:00,0.23602,59.635,22.825
2024-07-05 15:50:00,0.27455,59.635,22.825
2024-07-05 16:00:00,0.23565,68.209,27.039
2024-07-05 16:10:00,0.25899,68.209,27.039
2024-07-05 16:20:00,0.20486,60.059,39.21
2024-07-05 16:30:00,0.18015,60.059,39.21
2024-07-05 16:40:00,0.23611,60.059,39.21
2024-07-05 16:50:00,0.39481,63.179,38.376
2024-07-05 17:00:00,0.28147,63.179,38.376
2024-07-05 17:10:00,0.38191,70.673,40.486
2024-07-05 17:20:00,0.35942,70.673,40.486
2024-07-05 17:30:00,0.2858,65.185,34.633
2024-07-05 17:40:00,0.28588,65.185,34.633
2024-07-05 17:50:00,0.48906,64.49,23.903
2024-07-05 18:00:00,0.412,65.658,30.949
2024-07-05 18:10:00,0.54056,65.658,30.949
2024-07-05 18:20:00,1.2172,75.348,36.713
2024-07-05 18:30:00,4.6003,75.348,36.713
2024-07-05 18:40:00,4.566,71.03,30.266
2024-07-05 18:50:00,8.9909,71.03,30.266
2024-07-05 19:00:00,1.0319,84.466,41.647
2024-07-05 19:10:00,0.99761,84.466,41.647
2024-07-05 19:20:00,0.90981,76.964,64.894
2024-07-05 19:30:00,0.8336,76.964,64.894
2024-07-05 19:40:00,1.1504,76.964,64.894
2024-07-05 19:50:00,0.53579,65.832,39.919
2024-07-05 20:00:00,0.4201,65.832,39.919
2024-07-05 20:10:00,0.23687,85.58,44.647
2024-07-05 20:20:00,0.21578,85.58,44.647
2024-07-05 20:30:00,0.42121,79.57,46.177
2024-07-05 20:40:00,0.30002,79.57,46.177
2024-07-05 20:50:00,0.18335,67.159,43.078
2024-07-05 21:00:00,0.1298,72.451,45.227
2024-07-05 21:10:00,0.24239,72.451,45.227
2024-07-05 21:20:00,0.14586,83.563,54.501
2024-07-05 21:30:00,0.16491,83.563,54.501
2024-07-05 21:40:00,0.1489,78.976,50.112
2024-07-05 21:50:00,0.13569,78.976,50.112
2024-07-05 22:00:00,0.16636,93.007,49.228
2024-07-05 22:10:00,0.19662,93.007,49.228
2024-07-05 22:20:00,0.26474,82.57,45.421
2024-07-05 22:30:00,0.25845,82.57,45.421
2024-07-05 22:40:00,0.46865,82.57,45.421
2024-07-05 23:00:00,0.29239,111.4,46.389
2024-07-05 23:20:00,0.43862,136.18,60.718
2024-07-05 23:50:00,0.23568,121.57,71.71
2024-07-06 00:20:00,0.15165,103.46,71.569
2024-07-06 00:30:00,0.12962,103.46,71.569
2024-07-06 00:40:00,0.05905,113.15,69.128
2024-07-06 01:00:00,0.12369,108.32,71.93
2024-07-06 01:10:00,0.12628,108.32,71.93
2024-07-06 01:50:00,0.21592,112.03,58.447
2024-07-06 02:00:00,0.14401,112.03,58.447
2024-07-06 02:20:00,0.23536,104,62.78
2024-07-06 02:30:00,0.18223,117.32,58.598
2024-07-06 02:40:00,0.17454,117.32,58.598
2024-07-06 02:50:00,0.19398,96.925,65.738
2024-07-06 03:00:00,0.14407,293.17,69.042
2024-07-06 03:10:00,0.16994,293.17,69.042
2024-07-06 03:20:00,0.15637,99.978,62.389
2024-07-06 03:30:00,0.19515,99.978,62.389
2024-07-06 03:40:00,0.14666,103.82,65.606
2024-07-06 03:50:00,0.10357,103.82,65.606
2024-07-06 04:00:00,0.12457,104.59,52.065
2024-07-06 04:10:00,0.29148,104.59,52.065
2024-07-06 04:20:00,0.19779,83.816,47.978
2024-07-06 04:30:00,0.13713,83.816,47.978
2024-07-06 04:40:00,0.15497,83.816,47.978
2024-07-06 04:50:00,0.12537,84.589,52.671
2024-07-06 05:00:00,0.12759,84.589,52.671
2024-07-06 05:10:00,0.13517,77.914,55.527
2024-07-06 05:20:00,0.10758,77.914,55.527
2024-07-06 05:30:00,0.10431,82.741,56.224
2024-07-06 06:00:00,0.13868,85.269,55.151
2024-07-06 07:00:00,0.22881,66.896,56.603
2024-07-06 07:10:00,0.20792,66.896,56.603
2024-07-06 13:00:00,0.11954,90.304,59.076
2024-07-06 13:20:00,0.15202,88.989,49.076
2024-07-06 13:40:00,0.12264,88.989,49.076
2024-07-06 14:30:00,0.11144,96.831,71.172
2024-07-06 14:40:00,0.12766,96.831,71.172
2024-07-06 14:50:00,0.11461,90.317,58.18
2024-07-06 15:00:00,0.094869,89.13,54.623
2024-07-06 15:10:00,0.12233,89.13,54.623
2024-07-06 15:20:00,0.12565,79.869,60.28
2024-07-06 15:30:00,0.11224,79.869,60.28
2024-07-06 16:50:00,0.10384,64.919,34.891
2024-07-06 17:00:00,0.12746,64.919,34.891
2024-07-06 17:20:00,0.15877,82.564,58.34
2024-07-06 17:30:00,0.13443,86.266,67.864
2024-07-06 18:00:00,0.23337,92.527,59.339
2024-07-06 18:10:00,0.18292,92.527,59.339
2024-07-06 18:20:00,0.19678,91.468,51.444
2024-07-07 15:40:00,207.28,28.529,129.27
2024-07-07 15:50:00,9.6064,28.529,129.27
2024-07-07 16:00:00,190.27,467.15,28.892
2024-07-07 16:10:00,277.07,467.15,28.892
2024-07-07 16:20:00,6.6905,174.29,-25.623
2024-07-07 16:40:00,201.83,174.29,-25.623
2024-07-07 16:50:00,4.1597,35.259,-20.067
2024-07-07 17:00:00,6.3514,35.259,-20.067
2024-07-07 17:20:00,26.556,16.905,4.5632
2024-07-07 17:30:00,1.5274,19.637,-4.9413
2024-07-07 17:40:00,1.5649,19.637,-4.9413
2024-07-07 17:50:00,12.277,14.196,5.1587
2024-07-07 18:00:00,10.268,33.31,37.834
2024-07-07 18:10:00,1.735,33.31,37.834
2024-07-07 18:20:00,2.2678,,
2024-07-07 18:30:00,7.3762,,
2024-07-07 18:40:00,4.5662,54.411,28.911
2024-07-07 18:50:00,0.72975,54.411,28.911
2024-07-07 19:00:00,0.72264,-9.2573,-15.298
2024-07-07 19:10:00,0.39942,-9.2573,-15.298
2024-07-07 19:20:00,0.21546,-14.475,32.351
2024-07-07 19:30:00,0.17114,-14.475,32.351
2024-07-07 19:40:00,0.35803,-14.475,32.351
2024-07-07 19:50:00,0.16962,-3.4273,
2024-07-07 20:00:00,0.3415,-3.4273,
2024-07-07 20:10:00,0.25904,-2.3385,
2024-07-07 20:20:00,0.1344,-2.3385,
2024-07-07 20:30:00,0.11485,-2.8006,-4.4994
2024-07-07 20:40:00,0.31316,-2.8006,-4.4994
2024-07-07 20:50:00,0.45995,-7.3425,
2024-07-08 11:40:00,1.5193,-252.64,-18.2
2024-07-08 12:10:00,0.18483,-2.2798,-45.531
2024-07-08 12:40:00,0.44381,-45.494,0.24671
2024-07-08 12:50:00,0.43516,-45.494,0.24671
2024-07-08 13:00:00,0.3261,-26.154,7.2028
2024-07-08 13:20:00,0.59278,-4.5609,18.845
2024-07-08 13:30:00,1.0861,-4.5609,18.845
2024-07-08 13:50:00,1.8651,-4.8693,3.7924
2024-07-08 14:00:00,0.98734,-4.8693,3.7924
2024-07-08 14:10:00,1.6868,-23.825,-23.57
2024-07-08 14:20:00,0.49604,-23.825,-23.57
2024-07-08 14:30:00,0.14364,-4.7987,68.409
2024-07-08 14:40:00,-0.11374,-4.7987,68.409
2024-07-08 14:50:00,0.9638,-24.724,-46.244
2024-07-08 15:00:00,2.5525,-50.971,-35.646
2024-07-08 15:10:00,0.21517,-50.971,-35.646
2024-07-08 15:20:00,-2.7157,-5.5475,13.812
2024-07-08 15:30:00,-1.4599,-5.5475,13.812
2024-07-08 15:40:00,10.737,-7.9492,-1.6008
2024-07-08 15:50:00,4.1971,-7.9492,-1.6008
2024-07-08 16:00:00,24.097,-66.725,-22.585
2024-07-08 16:10:00,13.37,-66.725,-22.585
2024-07-08 16:20:00,35.829,464.63,186.41
2024-07-08 16:30:00,4.2477,464.63,186.41
2024-07-08 16:40:00,5.0295,464.63,186.41
2024-07-08 16:50:00,11.859,-40.702,2.2196
2024-07-08 17:00:00,12.277,-40.702,2.2196
2024-07-08 17:10:00,12.303,-122.28,19.417
2024-07-08 17:20:00,21.278,-122.28,19.417
2024-07-08 17:30:00,10.241,83.044,-26.763
2024-07-08 17:40:00,171.88,83.044,-26.763
2024-07-08 17:50:00,6.9025,-10.836,12.793
2024-07-08 18:00:00,1.5094,-23.045,
2024-07-08 18:10:00,1.1041,-23.045,
2024-07-08 18:20:00,1.1789,-14.906,-41.306
2024-07-08 18:30:00,2.8044,-14.906,-41.306
2024-07-08 18:40:00,1.9363,-22.216,-187.16
2024-07-08 18:50:00,1.7724,-22.216,-187.16
2024-07-08 19:00:00,3.9327,-10.445,-12.746
2024-07-08 19:10:00,2.4506,-10.445,-12.746
2024-07-08 19:20:00,2.3448,-79.436,129.29
2024-07-08 19:30:00,4.6683,-79.436,129.29
2024-07-08 19:40:00,25.128,-79.436,129.29
2024-07-08 19:50:00,10.307,-730.7,-31.945
2024-07-08 20:20:00,19.292,88.047,205.75
2024-07-09 13:00:00,-1.5602,35.786,55.825
2024-07-09 13:10:00,9.7873,35.786,55.825
2024-07-09 13:20:00,16.476,60.804,188.44
2024-07-09 13:30:00,3.2283,60.804,188.44
2024-07-09 13:40:00,5.1004,60.804,188.44
2024-07-09 13:50:00,3.4138,597.61,130.41
2024-07-09 15:40:00,2.5891,,-4.7819
2024-07-09 15:50:00,2.0142,,-4.7819
2024-07-09 16:00:00,9.1779,-606.94,-78.202
2024-07-09 16:10:00,0.70983,-606.94,-78.202
2024-07-09 16:20:00,0.26971,,81.989
2024-07-09 16:30:00,-0.23157,,81.989
2024-07-09 16:40:00,0.20582,,81.989
2024-07-09 16:50:00,1.0669,-31.82,-24.391
2024-07-09 17:00:00,1.5585,-31.82,-24.391
2024-07-09 17:10:00,-0.35315,-37.27,3.2918
2024-07-09 17:20:00,0.40727,-37.27,3.2918
2024-07-09 17:30:00,7.0653,-67.798,29.958
2024-07-09 17:40:00,1.437,-67.798,29.958
2024-07-09 17:50:00,5.5782,-272.94,7.1055
2024-07-09 18:00:00,12.544,-81.619,-23.264
2024-07-09 18:10:00,3.9414,-81.619,-23.264
2024-07-09 18:20:00,2.667,-48.455,291.91
2024-07-09 18:30:00,5.3042,-48.455,291.91
2024-07-09 18:40:00,3.6186,,233.83
2024-07-09 18:50:00,1.9972,,233.83
2024-07-09 19:00:00,1.4396,90.068,28.721
2024-07-09 19:10:00,1.5551,90.068,28.721
2024-07-09 19:20:00,2.6376,,
2024-07-09 19:30:00,5.0384,,
2024-07-09 19:40:00,2.0798,,
2024-07-09 19:50:00,1.3048,-371.98,85.162
2024-07-09 20:00:00,-2.7589,-371.98,85.162
2024-07-09 20:10:00,-0.9165,154.74,-36.856
2024-07-09 20:20:00,-4.5121,154.74,-36.856
2024-07-09 20:30:00,-0.38048,106.61,82.655
2024-07-09 20:40:00,0.76841,106.61,82.655
2024-07-09 20:50:00,-3.9804,88.5,68.652
2024-07-09 21:20:00,-4.0275,126.5,43.407
2024-07-10 13:10:00,0.32484,65.365,28.452
2024-07-10 13:20:00,0.36474,87.087,42.723
2024-07-10 13:30:00,0.37828,87.087,42.723
2024-07-10 13:40:00,0.40233,87.087,42.723
2024-07-10 13:50:00,0.3807,81.118,49.781
2024-07-10 14:00:00,0.37301,81.118,49.781
2024-07-10 14:10:00,0.31966,81.148,46.485
2024-07-10 14:20:00,0.35322,81.148,46.485
2024-07-10 14:30:00,0.26883,68.507,44.555
2024-07-10 14:40:00,0.3146,68.507,44.555
2024-07-10 14:50:00,0.30124,78.364,48.339
2024-07-10 15:00:00,0.22812,79.643,61.938
2024-07-10 15:10:00,0.19792,79.643,61.938
2024-07-10 15:20:00,0.24419,99.877,64.671
2024-07-10 15:30:00,0.19295,99.877,64.671
2024-07-10 15:40:00,0.21386,109.06,57.605
2024-07-10 15:50:00,0.20527,109.06,57.605
2024-07-10 16:00:00,0.43796,108.82,57.292
2024-07-10 16:10:00,0.22673,108.82,57.292
2024-07-10 16:20:00,0.20545,100.19,65.951
2024-07-10 16:30:00,0.17343,100.19,65.951
2024-07-10 16:40:00,0.20194,100.19,65.951
2024-07-10 16:50:00,0.20324,119.47,46.947
2024-07-10 17:00:00,0.29536,119.47,46.947
2024-07-10 17:10:00,0.2769,112.82,56.56
2024-07-10 17:20:00,0.235,112.82,56.56
2024-07-10 17:30:00,0.23371,95.39,84.663
2024-07-10 17:40:00,0.18173,95.39,84.663
2024-07-10 17:50:00,0.14444,117.02,66.162
2024-07-10 18:00:00,0.20864,112.72,58.237
2024-07-10 18:10:00,0.13183,112.72,58.237
2024-07-10 18:20:00,0.20329,98.083,55.592
2024-07-10 18:30:00,0.16755,98.083,55.592
2024-07-10 18:40:00,0.22175,98.257,67.455
2024-07-10 18:50:00,0.16608,98.257,67.455
2024-07-10 19:00:00,0.21343,124.07,51.369
2024-07-10 19:10:00,0.2208,124.07,51.369
2024-07-10 19:20:00,0.20806,108.89,56.921
2024-07-10 19:30:00,0.12656,108.89,56.921
2024-07-10 19:40:00,0.20897,108.89,56.921
2024-07-10 19:50:00,0.18848,131.11,63.542
2024-07-10 20:00:00,0.21247,131.11,63.542
2024-07-10 20:10:00,0.17439,111.69,63.351
2024-07-10 20:20:00,0.17032,111.69,63.351
2024-07-10 20:30:00,0.16972,119.22,74.233
2024-07-10 20:40:00,0.17889,119.22,74.233
2024-07-10 20:50:00,0.2071,113.35,48.246
2024-07-10 21:00:00,0.13547,140.82,67.507
2024-07-10 21:10:00,0.17635,140.82,67.507
2024-07-12 08:10:00,1.7188,23.385,10.533
2024-07-12 08:20:00,1.7205,23.385,10.533
2024-07-12 09:50:00,2.7955,23.917,21.07
2024-07-12 11:20:00,-0.12923,-920.79,93.57
2024-07-12 11:30:00,-0.046452,160.1,103.53
2024-07-12 11:40:00,-0.08058,160.1,103.53
2024-07-12 11:50:00,0.082574,62.883,-311.71
2024-07-12 12:00:00,0.17299,224.23,161.92
2024-07-12 12:10:00,0.12558,224.23,161.92
2024-07-12 12:20:00,0.093291,80.486,27.301
2024-07-12 12:30:00,0.093829,80.486,27.301
2024-07-12 12:40:00,0.13722,41.375,118.36
2024-07-12 12:50:00,-0.11004,41.375,118.36
2024-07-12 13:00:00,0.11212,48.092,26.024
2024-07-12 13:10:00,0.13922,48.092,26.024
2024-07-12 13:20:00,0.18962,60.553,27.611
2024-07-12 13:30:00,0.14011,60.553,27.611
2024-07-12 13:40:00,0.23421,60.553,27.611
2024-07-12 13:50:00,0.17884,62.914,36.707
2024-07-12 14:00:00,0.19532,62.914,36.707
2024-07-12 14:10:00,0.17525,56.49,22.363
2024-07-12 14:20:00,0.13137,56.49,22.363
2024-07-12 14:30:00,0.14736,63.566,29.107
2024-07-12 14:40:00,0.31974,63.566,29.107
2024-07-12 14:50:00,0.37562,80.194,36.549
2024-07-12 15:00:00,0.52285,69.277,32.545
2024-07-12 15:10:00,0.030904,69.277,32.545
2024-07-12 15:20:00,0.92509,55.858,29.581
2024-07-12 15:30:00,0.38534,55.858,29.581
2024-07-12 15:40:00,0.30472,60.187,35.021
2024-07-12 15:50:00,0.27491,60.187,35.021
2024-07-12 16:00:00,0.1708,67.628,39.203
2024-07-12 16:10:00,0.1638,67.628,39.203
2024-07-12 16:20:00,0.22479,64.833,32.185
2024-07-12 16:30:00,0.21089,64.833,32.185
2024-07-12 16:40:00,0.11873,64.833,32.185
2024-07-12 16:50:00,0.20177,59.934,28.838
2024-07-12 17:00:00,0.26556,59.934,28.838
2024-07-12 17:10:00,0.22525,57.705,36.461
2024-07-12 17:20:00,0.19312,57.705,36.461
2024-07-12 17:30:00,0.16202,58.369,31.488
2024-07-12 17:40:00,0.16923,58.369,31.488
2024-07-12 17:50:00,0.13928,58.253,34.503
2024-07-12 18:00:00,0.15366,53.249,28.601
2024-07-12 18:10:00,0.14523,53.249,28.601
2024-07-12 18:20:00,0.15253,51.131,29.808
2024-07-12 18:30:00,0.17078,51.131,29.808
2024-07-12 18:40:00,0.18789,48.82,29.514
2024-07-12 18:50:00,0.19425,48.82,29.514
2024-07-12 19:00:00,0.16635,35.039,27.691
2024-07-12 19:10:00,0.17015,35.039,27.691
2024-07-12 19:20:00,0.16085,63.176,38.02
2024-07-12 19:30:00,0.27497,63.176,38.02
2024-07-12 19:40:00,0.35545,63.176,38.02
2024-07-12 19:50:00,0.31961,54.164,32.832
2024-07-12 20:00:00,0.21004,54.164,32.832
2024-07-12 20:10:00,0.17475,47.858,31.716
2024-07-12 20:20:00,0.15388,47.858,31.716
2024-07-12 20:30:00,0.13531,61.733,33.006
2024-07-12 20:40:00,0.17718,61.733,33.006
2024-07-12 20:50:00,0.2399,69.255,28.416
2024-07-12 21:00:00,0.22764,64.081,29.218
2024-07-12 21:10:00,0.19211,64.081,29.218
2024-07-12 21:20:00,0.1015,55.32,29.833
2024-07-12 21:30:00,0.065896,55.32,29.833
2024-07-12 21:40:00,-0.28848,55.172,29.029
2024-07-12 21:50:00,0.14585,55.172,29.029
2024-07-12 22:00:00,-0.24732,49.814,29.329
2024-07-12 22:10:00,-0.045331,49.814,29.329
2024-07-12 22:20:00,-0.27358,51.847,25.935
2024-07-12 22:40:00,0.059486,51.847,25.935
2024-07-12 22:50:00,0.14633,49.33,27.155
2024-07-12 23:00:00,-0.021291,49.33,27.155
2024-07-12 23:10:00,0.13449,57.266,30.412
2024-07-12 23:20:00,0.16291,57.266,30.412
2024-07-12 23:30:00,0.1681,50.725,30.586
2024-07-12 23:40:00,0.18616,50.725,30.586
2024-07-12 23:50:00,0.26578,60.999,23.596
2024-07-13 00:00:00,0.34069,52.859,37.857
2024-07-13 00:10:00,0.33506,52.859,37.857
2024-07-13 00:20:00,0.19913,45.673,24.294
2024-07-13 00:30:00,0.1551,45.673,24.294
2024-07-13 00:40:00,0.16888,45.693,32.603
2024-07-13 00:50:00,0.20648,45.693,32.603
2024-07-13 01:00:00,0.33177,67.97,41.639
2024-07-13 01:10:00,0.2352,67.97,41.639
2024-07-13 01:20:00,0.17712,52.672,38.658
2024-07-13 01:30:00,0.33587,52.672,38.658
2024-07-13 01:40:00,0.32632,52.672,38.658
2024-07-13 01:50:00,0.14079,55.472,30.186
2024-07-13 02:00:00,0.27646,55.472,30.186
2024-07-13 02:10:00,0.26674,42.005,25.103
2024-07-13 02:20:00,0.2224,42.005,25.103
2024-07-13 02:30:00,0.18437,44.795,21.455
2024-07-13 02:40:00,0.18879,44.795,21.455
2024-07-13 02:50:00,0.18802,37.087,27.677
2024-07-13 03:00:00,0.17695,48.667,37.881
2024-07-13 03:10:00,0.24555,48.667,37.881
2024-07-13 03:20:00,0.21914,45.384,27.972
2024-07-13 03:30:00,0.18564,45.384,27.972
2024-07-13 03:40:00,0.16772,58.797,34.941
2024-07-13 03:50:00,0.15759,58.797,34.941
2024-07-13 04:00:00,0.20185,54.537,35.455
2024-07-13 04:10:00,0.19955,54.537,35.455
2024-07-13 04:20:00,0.14325,51.964,27.217
2024-07-13 04:30:00,0.18112,51.964,27.217
2024-07-13 04:40:00,0.1611,51.964,27.217
2024-07-13 04:50:00,0.10264,35.832,29.216
2024-07-13 05:00:00,0.16651,35.832,29.216
2024-07-13 05:10:00,0.10734,36.377,31.232
2024-07-13 05:20:00,0.083022,36.377,31.232
2024-07-13 05:30:00,0.10786,42.098,30.424
2024-07-13 05:40:00,0.11919,42.098,30.424
2024-07-13 05:50:00,0.1528,47.818,49.673
2024-07-13 06:00:00,0.18686,50.623,46.569
2024-07-13 06:10:00,0.14072,50.623,46.569
2024-07-13 06:20:00,0.15152,55.244,40.261
2024-07-13 06:30:00,0.17358,55.244,40.261
2024-07-13 06:40:00,0.084191,44.982,30.371
2024-07-13 06:50:00,-0.24542,44.982,30.371
2024-07-13 07:00:00,0.024994,62.459,26.013
2024-07-13 07:10:00,0.019874,62.459,26.013
2024-07-13 07:20:00,0.017529,50.611,24.269
2024-07-13 07:30:00,-0.064838,50.611,24.269
2024-07-13 07:40:00,0.045013,50.611,24.269
2024-07-13 07:50:00,-0.017241,39.188,38.573
2024-07-13 08:00:00,0.0080016,39.188,38.573
2024-07-13 08:10:00,0.062818,38.434,51.522
2024-07-13 08:20:00,0.11836,38.434,51.522
2024-07-13 08:30:00,0.18741,47.821,20.043
2024-07-13 08:40:00,0.11244,47.821,20.043
2024-07-13 08:50:00,0.15457,49.748,24.982
2024-07-13 09:00:00,0.14503,48.068,30.56
2024-07-13 09:10:00,0.2044,48.068,30.56
2024-07-13 09:20:00,0.21408,42.233,23.939
2024-07-13 09:30:00,0.18263,42.233,23.939
2024-07-13 09:40:00,0.25326,43.516,26.47
2024-07-13 09:50:00,0.35511,43.516,26.47
2024-07-13 10:00:00,0.11655,41.835,20.475
2024-07-13 10:10:00,0.085315,41.835,20.475
2024-07-13 10:20:00,0.040918,33.901,87.715
2024-07-13 10:30:00,0.19718,33.901,87.715
2024-07-13 10:40:00,0.13179,33.901,87.715
2024-07-13 10:50:00,0.1173,22.826,9.5617
2024-07-13 11:00:00,0.043374,22.826,9.5617
2024-07-13 11:10:00,-0.016904,26.134,18.761
2024-07-13 11:20:00,0.12699,26.134,18.761
2024-07-13 11:30:00,0.051148,29.482,19.211
2024-07-13 11:40:00,0.035441,29.482,19.211
2024-07-13 11:50:00,0.064431,33.479,13.128
2024-07-13 12:00:00,0.046694,46.563,39.627
2024-07-13 12:10:00,0.043639,46.563,39.627
2024-07-13 12:20:00,0.038408,48.044,23.967
2024-07-13 12:30:00,0.019109,48.044,23.967
2024-07-13 12:40:00,7.1647e-05,43.27,20.018
2024-07-13 12:50:00,-0.0066713,43.27,20.018
2024-07-13 13:00:00,0.08982,34.421,12.806
2024-07-13 13:10:00,0.069761,34.421,12.806
2024-07-13 13:20:00,0.081887,39.117,18.452
2024-07-13 13:30:00,-0.017288,39.117,18.452
2024-07-13 13:40:00,-0.20024,39.117,18.452
2024-07-13 13:50:00,0.05335,43.572,37.208
2024-07-13 14:00:00,0.51702,43.572,37.208
2024-07-13 14:10:00,0.55563,44.796,12.162
2024-07-13 14:20:00,0.39059,44.796,12.162
2024-07-13 14:30:00,0.45825,51.181,21.955
2024-07-13 14:40:00,-0.11277,51.181,21.955
2024-07-13 14:50:00,0.053409,53.053,30.707
2024-07-13 15:00:00,0.27021,41.91,32.43
2024-07-13 15:10:00,0.40092,41.91,32.43
2024-07-13 15:20:00,0.52545,40.228,23.973
2024-07-13 15:30:00,0.47714,40.228,23.973
